,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label,
685,"b'RT @cagubnyinyir2: TALIBAN DI MEDAN !\nMahasiswa Demo di Kantor DPRD Sumut Medan  Dukung Khilafah, Tuding Permendikbud 30 PPKS Thogut"", bawa\xe2\x80\xa6'","b'rt @cagubnyinyir2: taliban di medan !\nmahasiswa demo di kantor dprd sumut medan  dukung khilafah, tuding permendikbud 30 ppks thogut"", bawa\xe2\x80\xa6'", taliban di medan nmahasiswa demo di kantor dprd sumut medan dukung khilafah tuding permendikbud ppks thogut bawa  xa,"['taliban', 'di', 'medan', 'nmahasiswa', 'demo', 'di', 'kantor', 'dprd', 'sumut', 'medan', 'dukung', 'khilafah', 'tuding', 'permendikbud', 'ppks', 'thogut', 'bawa', 'xa']","['taliban', 'di', 'medan', 'nmahasiswa', 'demo', 'di', 'kantor', 'dprd', 'sumut', 'medan', 'dukung', 'khilafah', 'tuding', 'permendikbud', 'ppks', 'thogut', 'bawa', 'xa']",taliban medan nmahasiswa demo kantor dprd sumut medan dukung khilafah tuding permendikbud ppks thogut bawa,talib medan nmahasiswa demo kantor dprd sumut medan dukung khilafah tuding permendikbud ppks thogut bawa,0,
5425,b'RT @MMC_IDN2: [Muslimah talk] Terbitnya Permendikbud No. 30 Thn 2021 tentang Pencegahan &amp; Penanganan Kekerasan Seksual  (PPKS) dipandang se\xe2\x80\xa6',b'rt @mmc_idn2: [muslimah talk] terbitnya permendikbud no. 30 thn 2021 tentang pencegahan &amp; penanganan kekerasan seksual  (ppks) dipandang se\xe2\x80\xa6', terbitnya permendikbud no thn tentang pencegahan amp penanganan kekerasan seksual ppks dipandang se  xa,"['terbitnya', 'permendikbud', 'no', 'thn', 'tentang', 'pencegahan', 'amp', 'penanganan', 'kekerasan', 'seksual', 'ppks', 'dipandang', 'se', 'xa']","['terbitnya', 'permendikbud', 'no', 'thn', 'tentang', 'pencegahan', 'amp', 'penanganan', 'kekerasan', 'seksual', 'ppks', 'dipandang', 'se', 'xa']",terbitnya permendikbud no thn pencegahan amp penanganan kekerasan seksual ppks dipandang,terbit permendikbud no thn cegah amp tangan keras seksual ppks pandang,1,
960,b'RT @IDNTimesNTB: Tim satgas pencegahan PPKS diisi 50 persen dari mahasiswa https://t.co/QXBYNwWSMi',b'rt @idntimesntb: tim satgas pencegahan ppks diisi 50 persen dari mahasiswa https://t.co/qxbynwwsmi', tim satgas pencegahan ppks diisi persen dari mahasiswa,"['tim', 'satgas', 'pencegahan', 'ppks', 'diisi', 'persen', 'dari', 'mahasiswa']","['tim', 'satgas', 'pencegahan', 'ppks', 'diisi', 'persen', 'dari', 'mahasiswa']",tim satgas pencegahan ppks diisi persen mahasiswa,tim satgas cegah ppks isi persen mahasiswa,1,
974,"b'RT @arusbaik_id: Yes! Permendikbud Ristek PPKS, Panen Dukungan Dari Semua Kalangan \n#ArusBaik \n#kekerasanseksual \n#pemerintah \nhttps://t.co\xe2\x80\xa6'","b'rt @arusbaik_id: yes! permendikbud ristek ppks, panen dukungan dari semua kalangan \n#arusbaik \n#kekerasanseksual \n#pemerintah \nhttps://t.co\xe2\x80\xa6'", yes permendikbud ristek ppks panen dukungan dari semua kalangan arusbaik kekerasanseksual pemerintah,"['yes', 'permendikbud', 'ristek', 'ppks', 'panen', 'dukungan', 'dari', 'semua', 'kalangan', 'arusbaik', 'kekerasanseksual', 'pemerintah']","['yes', 'permendikbud', 'ristek', 'ppks', 'panen', 'dukungan', 'dari', 'semua', 'kalangan', 'arusbaik', 'kekerasanseksual', 'pemerintah']",yes permendikbud ristek ppks panen dukungan kalangan arusbaik kekerasanseksual pemerintah,yes permendikbud ristek ppks panen dukung kalang arusbaik kekerasanseksual perintah,1,
653,b'RT @Utara99912: Yth. Menkopolhukam @mohmahfudmd \n        Mendikbudristek @nadiemmakarim \n\nhttps://t.co/A8AIWLzqy6\n\nKita tentu tidak sedang\xe2\x80\xa6',b'rt @utara99912: yth. menkopolhukam @mohmahfudmd \n        mendikbudristek @nadiemmakarim \n\nhttps://t.co/a8aiwlzqy6\n\nkita tentu tidak sedang\xe2\x80\xa6', yth menkopolhukam mendikbudristek tentu tidak sedang  xa,"['yth', 'menkopolhukam', 'mendikbudristek', 'tentu', 'tidak', 'sedang', 'xa']","['yth', 'menkopolhukam', 'mendikbudristek', 'tentu', 'tidak', 'sedang', 'xa']",yth menkopolhukam mendikbudristek,yth menkopolhukam mendikbudristek,0,
5404,"b'ada yang udah baca isi permendikbud no.30 tentang PPKS ? kalau ada boleh dong dm, butuh temen diskusi buat bikin kajian, thank you.'","b'ada yang udah baca isi permendikbud no.30 tentang ppks ? kalau ada boleh dong dm, butuh temen diskusi buat bikin kajian, thank you.'",ada yang udah baca isi permendikbud no tentang ppks kalau ada boleh dong dm butuh temen diskusi buat bikin kajian thank you,"['ada', 'yang', 'udah', 'baca', 'isi', 'permendikbud', 'no', 'tentang', 'ppks', 'kalau', 'ada', 'boleh', 'dong', 'dm', 'butuh', 'temen', 'diskusi', 'buat', 'bikin', 'kajian', 'thank', 'you']","['ada', 'yang', 'udah', 'baca', 'isi', 'permendikbud', 'no', 'tentang', 'ppks', 'kalau', 'ada', 'boleh', 'dong', 'dm', 'butuh', 'temen', 'diskusi', 'buat', 'bikin', 'kajian', 'thank', 'you']",udah baca isi permendikbud no ppks dm butuh temen diskusi bikin kajian thank you,udah baca isi permendikbud no ppks dm butuh temen diskusi bikin kaji thank you,,9
38,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\nhttps://t.co/OgEYJX0cRG https://t.co/YcPmj64r1C'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\nhttps://t.co/ogeyjx0crg https://t.co/ycpmj64r1c'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc,aksi tolak permen ppks cegah zina syariah serba serbi mmc,0,
44,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\n Apa saja yang disampaikan dalam aksi kem\xe2\x80\xa6 https://t.co/RtAHY1CpjK'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\n apa saja yang disampaikan dalam aksi kem\xe2\x80\xa6 https://t.co/rtahy1cpjk'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc apa saja yang disampaikan dalam aksi kem  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'apa', 'saja', 'yang', 'disampaikan', 'dalam', 'aksi', 'kem', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'apa', 'saja', 'yang', 'disampaikan', 'dalam', 'aksi', 'kem', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc aksi kem,aksi tolak permen ppks cegah zina syariah serba serbi mmc aksi kem,0,
74,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\nhttps://t.co/hsulR67fsL\n\nJangan lupa shar\xe2\x80\xa6 https://t.co/u3dXa7UvjZ'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\nhttps://t.co/hsulr67fsl\n\njangan lupa shar\xe2\x80\xa6 https://t.co/u3dxa7uvjz'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc lupa shar  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'lupa', 'shar', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'lupa', 'shar', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc lupa shar,aksi tolak permen ppks cegah zina syariah serba serbi mmc lupa shar,0,
99,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\nApa saja yang disampaikan dalam aksi kema\xe2\x80\xa6 https://t.co/YHV2Gwx8T0'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\napa saja yang disampaikan dalam aksi kema\xe2\x80\xa6 https://t.co/yhv2gwx8t0'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc napa saja yang disampaikan dalam aksi kema  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'napa', 'saja', 'yang', 'disampaikan', 'dalam', 'aksi', 'kema', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'napa', 'saja', 'yang', 'disampaikan', 'dalam', 'aksi', 'kema', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc napa aksi kema,aksi tolak permen ppks cegah zina syariah serba serbi mmc napa aksi kema,0,
103,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\nSebagai bentuk reaksi atas disahkannya Pe\xe2\x80\xa6 https://t.co/JVVQU2SSVS'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\nsebagai bentuk reaksi atas disahkannya pe\xe2\x80\xa6 https://t.co/jvvqu2ssvs'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc nsebagai bentuk reaksi atas disahkannya pe  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsebagai', 'bentuk', 'reaksi', 'atas', 'disahkannya', 'pe', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsebagai', 'bentuk', 'reaksi', 'atas', 'disahkannya', 'pe', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc nsebagai bentuk reaksi disahkannya pe,aksi tolak permen ppks cegah zina syariah serba serbi mmc nsebagai bentuk reaksi sah pe,0,
180,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\nSebagai bentuk reaksi atas disahkannya Per\xe2\x80\xa6 https://t.co/sH4S2nYg6R'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\nsebagai bentuk reaksi atas disahkannya per\xe2\x80\xa6 https://t.co/sh4s2nyg6r'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc nsebagai bentuk reaksi atas disahkannya per  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsebagai', 'bentuk', 'reaksi', 'atas', 'disahkannya', 'per', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsebagai', 'bentuk', 'reaksi', 'atas', 'disahkannya', 'per', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc nsebagai bentuk reaksi disahkannya,aksi tolak permen ppks cegah zina syariah serba serbi mmc nsebagai bentuk reaksi sah,0,
184,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\nSimak selengkapnya dalam video berikut!\xe2\x80\xa6 https://t.co/BHHmrlsuvg'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\nsimak selengkapnya dalam video berikut!\xe2\x80\xa6 https://t.co/bhhmrlsuvg'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc nsimak selengkapnya dalam video berikut  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsimak', 'selengkapnya', 'dalam', 'video', 'berikut', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsimak', 'selengkapnya', 'dalam', 'video', 'berikut', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc nsimak selengkapnya video,aksi tolak permen ppks cegah zina syariah serba serbi mmc nsimak lengkap video,0,
305,"b'Aksi tolak permen PPKS, cegah perzinahan dengan syariah\n\nhttps://t.co/H5IYvCr0Uz\n\n#Permendikbutristek\n#AksiTolakPermendikbutristek\n#MMC'","b'aksi tolak permen ppks, cegah perzinahan dengan syariah\n\nhttps://t.co/h5iyvcr0uz\n\n#permendikbutristek\n#aksitolakpermendikbutristek\n#mmc'",aksi tolak permen ppks cegah perzinahan dengan syariah,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinahan', 'dengan', 'syariah']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinahan', 'dengan', 'syariah']",aksi tolak permen ppks cegah perzinahan syariah,aksi tolak permen ppks cegah perzinahan syariah,0,
131,b'aku ingatkan dolok MoM tuk sik penting \xf0\x9f\xa4\xa3 tapi serious talk dekat KV ppks dolok eh arumbulak semua student pande pol\xe2\x80\xa6 https://t.co/2wQuDDwRfk',b'aku ingatkan dolok mom tuk sik penting \xf0\x9f\xa4\xa3 tapi serious talk dekat kv ppks dolok eh arumbulak semua student pande pol\xe2\x80\xa6 https://t.co/2wquddwrfk',aku ingatkan dolok mom tuk sik penting xf xa xa tapi serious talk dekat kv ppks dolok eh arumbulak semua student pande pol  xa,"['aku', 'ingatkan', 'dolok', 'mom', 'tuk', 'sik', 'penting', 'xf', 'xa', 'xa', 'tapi', 'serious', 'talk', 'dekat', 'kv', 'ppks', 'dolok', 'eh', 'arumbulak', 'semua', 'student', 'pande', 'pol', 'xa']","['aku', 'ingatkan', 'dolok', 'mom', 'tuk', 'sik', 'penting', 'xf', 'xa', 'xa', 'tapi', 'serious', 'talk', 'dekat', 'kv', 'ppks', 'dolok', 'eh', 'arumbulak', 'semua', 'student', 'pande', 'pol', 'xa']",ingatkan dolok mom tuk sik xf serious talk kv ppks dolok eh arumbulak student pande pol,ingat dolok mom tuk sik xf serious talk kv ppks dolok eh arumbulak student pande pol,,9
5356,"b'Al-Baqarah 41: Janganlah kamu jual ayat-ayat-Ku dengan harga murah, tp bagi kelompok yg jg menolak Permendikbudrist\xe2\x80\xa6 https://t.co/F7sdbkRSIQ'","b'al-baqarah 41: janganlah kamu jual ayat-ayat-ku dengan harga murah, tp bagi kelompok yg jg menolak permendikbudrist\xe2\x80\xa6 https://t.co/f7sdbkrsiq'",al baqarah janganlah kamu jual ayat ayat ku dengan harga murah tp bagi kelompok yg jg menolak permendikbudrist  xa,"['al', 'baqarah', 'janganlah', 'kamu', 'jual', 'ayat', 'ayat', 'ku', 'dengan', 'harga', 'murah', 'tp', 'bagi', 'kelompok', 'yg', 'jg', 'menolak', 'permendikbudrist', 'xa']","['al', 'baqarah', 'janganlah', 'kamu', 'jual', 'ayat', 'ayat', 'ku', 'dengan', 'harga', 'murah', 'tp', 'bagi', 'kelompok', 'yg', 'jg', 'menolak', 'permendikbudrist', 'xa']",al baqarah jual ayat ayat ku harga murah tp kelompok yg jg menolak permendikbudrist,al baqarah jual ayat ayat ku harga murah tp kelompok yg jg tolak permendikbudrist,0,
5064,"b'Alhamdulillah, Permendikbud PPKS membuat korban aman dan bisa bersuara. Semoga korban mendapat keadilan dan pelaku\xe2\x80\xa6 https://t.co/JfrAIXxvYa'","b'alhamdulillah, permendikbud ppks membuat korban aman dan bisa bersuara. semoga korban mendapat keadilan dan pelaku\xe2\x80\xa6 https://t.co/jfraixxvya'",alhamdulillah permendikbud ppks membuat korban aman dan bisa bersuara semoga korban mendapat keadilan dan pelaku  xa,"['alhamdulillah', 'permendikbud', 'ppks', 'membuat', 'korban', 'aman', 'dan', 'bisa', 'bersuara', 'semoga', 'korban', 'mendapat', 'keadilan', 'dan', 'pelaku', 'xa']","['alhamdulillah', 'permendikbud', 'ppks', 'membuat', 'korban', 'aman', 'dan', 'bisa', 'bersuara', 'semoga', 'korban', 'mendapat', 'keadilan', 'dan', 'pelaku', 'xa']",alhamdulillah permendikbud ppks korban aman bersuara semoga korban keadilan pelaku,alhamdulillah permendikbud ppks korban aman suara moga korban adil laku,1,
476,"b'Alhasil bagi kalangan yang mendukung Permen PPKS, menganggap bahwa Permen ini sebagai terobosan karena ""berperspekt\xe2\x80\xa6 https://t.co/Ty1JLMwN6S'","b'alhasil bagi kalangan yang mendukung permen ppks, menganggap bahwa permen ini sebagai terobosan karena ""berperspekt\xe2\x80\xa6 https://t.co/ty1jlmwn6s'",alhasil bagi kalangan yang mendukung permen ppks menganggap bahwa permen ini sebagai terobosan karena berperspekt  xa,"['alhasil', 'bagi', 'kalangan', 'yang', 'mendukung', 'permen', 'ppks', 'menganggap', 'bahwa', 'permen', 'ini', 'sebagai', 'terobosan', 'karena', 'berperspekt', 'xa']","['alhasil', 'bagi', 'kalangan', 'yang', 'mendukung', 'permen', 'ppks', 'menganggap', 'bahwa', 'permen', 'ini', 'sebagai', 'terobosan', 'karena', 'berperspekt', 'xa']",alhasil kalangan mendukung permen ppks menganggap permen terobosan berperspekt,alhasil kalang dukung permen ppks anggap permen terobos berperspekt,1,
1186,b'Anak Korban Covid-19 Kota #Madiun Dapat Bantuan Atensi Kemensos \xe2\x80\x93 #MadiunInfo #InformasiMadiun #beritamadiun\xe2\x80\xa6 https://t.co/yNPNZ1RiNd',b'anak korban covid-19 kota #madiun dapat bantuan atensi kemensos \xe2\x80\x93 #madiuninfo #informasimadiun #beritamadiun\xe2\x80\xa6 https://t.co/ynpnz1rind',anak korban covid kota madiun dapat bantuan atensi kemensos  madiuninfo informasimadiun beritamadiun  xa,"['anak', 'korban', 'covid', 'kota', 'madiun', 'dapat', 'bantuan', 'atensi', 'kemensos', 'madiuninfo', 'informasimadiun', 'beritamadiun', 'xa']","['anak', 'korban', 'covid', 'kota', 'madiun', 'dapat', 'bantuan', 'atensi', 'kemensos', 'madiuninfo', 'informasimadiun', 'beritamadiun', 'xa']",anak korban covid kota madiun bantuan atensi kemensos madiuninfo informasimadiun beritamadiun,anak korban covid kota madiun bantu atensi kemensos madiuninfo informasimadiun beritamadiun,,9
50,b'Aneh... apa yg salah dg khilafah? Jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan\xe2\x80\xa6 https://t.co/vY2GGhFa2h',b'aneh... apa yg salah dg khilafah? jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan\xe2\x80\xa6 https://t.co/vy2gghfa2h',aneh apa yg salah dg khilafah jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan  xa,"['aneh', 'apa', 'yg', 'salah', 'dg', 'khilafah', 'jika', 'memang', 'itu', 'memiliki', 'seperangkat', 'aturan', 'komprehensif', 'untuk', 'menjaga', 'kemuliaan', 'xa']","['aneh', 'apa', 'yg', 'salah', 'dg', 'khilafah', 'jika', 'memang', 'itu', 'memiliki', 'seperangkat', 'aturan', 'komprehensif', 'untuk', 'menjaga', 'kemuliaan', 'xa']",aneh yg salah dg khilafah memiliki seperangkat aturan komprehensif menjaga kemuliaan,aneh yg salah dg khilafah milik perangkat atur komprehensif jaga mulia,1,
5288,b'Apa kemungkinan Permendikbud PPKS dicabut? Aplg ini politis selain serang Presiden jg sasar kursi kemendikbud. Sy b\xe2\x80\xa6 https://t.co/NP7sfbB7cM',b'apa kemungkinan permendikbud ppks dicabut? aplg ini politis selain serang presiden jg sasar kursi kemendikbud. sy b\xe2\x80\xa6 https://t.co/np7sfbb7cm',apa kemungkinan permendikbud ppks dicabut aplg ini politis selain serang presiden jg sasar kursi kemendikbud sy  xa,"['apa', 'kemungkinan', 'permendikbud', 'ppks', 'dicabut', 'aplg', 'ini', 'politis', 'selain', 'serang', 'presiden', 'jg', 'sasar', 'kursi', 'kemendikbud', 'sy', 'xa']","['apa', 'kemungkinan', 'permendikbud', 'ppks', 'dicabut', 'aplg', 'ini', 'politis', 'selain', 'serang', 'presiden', 'jg', 'sasar', 'kursi', 'kemendikbud', 'sy', 'xa']",permendikbud ppks dicabut aplg politis serang presiden jg sasar kursi kemendikbud sy,permendikbud ppks cabut aplg politis serang presiden jg sasar kursi kemendikbud sy,0,
819,b'Apa saja isi dari peraturan tersebut? \xf0\x9f\xa4\x94 Simak informasi berikut untuk lebih memahami hal-hal apa saja yang diatur o\xe2\x80\xa6 https://t.co/gFsfmKHTwz',b'apa saja isi dari peraturan tersebut? \xf0\x9f\xa4\x94 simak informasi berikut untuk lebih memahami hal-hal apa saja yang diatur o\xe2\x80\xa6 https://t.co/gfsfmkhtwz',apa saja isi dari peraturan tersebut xf xa simak informasi berikut untuk lebih memahami hal hal apa saja yang diatur  xa,"['apa', 'saja', 'isi', 'dari', 'peraturan', 'tersebut', 'xf', 'xa', 'simak', 'informasi', 'berikut', 'untuk', 'lebih', 'memahami', 'hal', 'hal', 'apa', 'saja', 'yang', 'diatur', 'xa']","['apa', 'saja', 'isi', 'dari', 'peraturan', 'tersebut', 'xf', 'xa', 'simak', 'informasi', 'berikut', 'untuk', 'lebih', 'memahami', 'hal', 'hal', 'apa', 'saja', 'yang', 'diatur', 'xa']",isi peraturan xf simak informasi memahami diatur,isi atur xf simak informasi paham atur,,9
4299,"b'@catchmeupid @farzis apakah bakal dipelintir menjadi ""Permendikbud PPKS menjadikan negara gaduh."" ???'","b'@catchmeupid @farzis apakah bakal dipelintir menjadi ""permendikbud ppks menjadikan negara gaduh."" ???'",apakah bakal dipelintir menjadi permendikbud ppks menjadikan negara gaduh,"['apakah', 'bakal', 'dipelintir', 'menjadi', 'permendikbud', 'ppks', 'menjadikan', 'negara', 'gaduh']","['apakah', 'bakal', 'dipelintir', 'menjadi', 'permendikbud', 'ppks', 'menjadikan', 'negara', 'gaduh']",dipelintir permendikbud ppks menjadikan negara gaduh,pelintir permendikbud ppks jadi negara gaduh,,9
456,"b'apalagi kalo artikelnya penuh kata2 mutiara macam ""merangsek, bergumul, dikorting, baku hantam, digilir, dan istila\xe2\x80\xa6 https://t.co/dxqdJm842r'","b'apalagi kalo artikelnya penuh kata2 mutiara macam ""merangsek, bergumul, dikorting, baku hantam, digilir, dan istila\xe2\x80\xa6 https://t.co/dxqdjm842r'",apalagi kalo artikelnya penuh kata mutiara macam merangsek bergumul dikorting baku hantam digilir dan istila  xa,"['apalagi', 'kalo', 'artikelnya', 'penuh', 'kata', 'mutiara', 'macam', 'merangsek', 'bergumul', 'dikorting', 'baku', 'hantam', 'digilir', 'dan', 'istila', 'xa']","['apalagi', 'kalo', 'artikelnya', 'penuh', 'kata', 'mutiara', 'macam', 'merangsek', 'bergumul', 'dikorting', 'baku', 'hantam', 'digilir', 'dan', 'istila', 'xa']",kalo artikelnya penuh mutiara merangsek bergumul dikorting baku hantam digilir istila,kalo artikel penuh mutiara merangsek gumul korting baku hantam gilir istila,,9
995,b'Artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di Majalah Tempo. Keenam artikel yang lain disajika\xe2\x80\xa6 https://t.co/r8Hulw1Uqk',b'artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di majalah tempo. keenam artikel yang lain disajika\xe2\x80\xa6 https://t.co/r8hulw1uqk',artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di majalah tempo keenam artikel yang lain disajika  xa,"['artikel', 'itu', 'hanyalah', 'satu', 'dari', 'tujuh', 'laporan', 'utama', 'yang', 'dirilis', 'di', 'majalah', 'tempo', 'keenam', 'artikel', 'yang', 'lain', 'disajika', 'xa']","['artikel', 'itu', 'hanyalah', 'satu', 'dari', 'tujuh', 'laporan', 'utama', 'yang', 'dirilis', 'di', 'majalah', 'tempo', 'keenam', 'artikel', 'yang', 'lain', 'disajika', 'xa']",artikel tujuh laporan utama dirilis majalah tempo keenam artikel disajika,artikel tujuh lapor utama rilis majalah tempo enam artikel disajika,1,9
