No,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label
44,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\n Apa saja yang disampaikan dalam aksi kem\xe2\x80\xa6 https://t.co/RtAHY1CpjK'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\n apa saja yang disampaikan dalam aksi kem\xe2\x80\xa6 https://t.co/rtahy1cpjk'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc apa saja yang disampaikan dalam aksi kem  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'apa', 'saja', 'yang', 'disampaikan', 'dalam', 'aksi', 'kem', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'apa', 'saja', 'yang', 'disampaikan', 'dalam', 'aksi', 'kem', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc aksi kem,aksi tolak permen ppks cegah zina syariah serba serbi mmc aksi kem,0
74,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\nhttps://t.co/hsulR67fsL\n\nJangan lupa shar\xe2\x80\xa6 https://t.co/u3dXa7UvjZ'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\nhttps://t.co/hsulr67fsl\n\njangan lupa shar\xe2\x80\xa6 https://t.co/u3dxa7uvjz'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc lupa shar  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'lupa', 'shar', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'lupa', 'shar', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc lupa shar,aksi tolak permen ppks cegah zina syariah serba serbi mmc lupa shar,0
99,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\nApa saja yang disampaikan dalam aksi kema\xe2\x80\xa6 https://t.co/YHV2Gwx8T0'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\napa saja yang disampaikan dalam aksi kema\xe2\x80\xa6 https://t.co/yhv2gwx8t0'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc napa saja yang disampaikan dalam aksi kema  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'napa', 'saja', 'yang', 'disampaikan', 'dalam', 'aksi', 'kema', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'napa', 'saja', 'yang', 'disampaikan', 'dalam', 'aksi', 'kema', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc napa aksi kema,aksi tolak permen ppks cegah zina syariah serba serbi mmc napa aksi kema,0
103,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\n\nSebagai bentuk reaksi atas disahkannya Pe\xe2\x80\xa6 https://t.co/JVVQU2SSVS'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\n\nsebagai bentuk reaksi atas disahkannya pe\xe2\x80\xa6 https://t.co/jvvqu2ssvs'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc nsebagai bentuk reaksi atas disahkannya pe  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsebagai', 'bentuk', 'reaksi', 'atas', 'disahkannya', 'pe', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsebagai', 'bentuk', 'reaksi', 'atas', 'disahkannya', 'pe', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc nsebagai bentuk reaksi disahkannya pe,aksi tolak permen ppks cegah zina syariah serba serbi mmc nsebagai bentuk reaksi sah pe,0
180,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\nSebagai bentuk reaksi atas disahkannya Per\xe2\x80\xa6 https://t.co/sH4S2nYg6R'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\nsebagai bentuk reaksi atas disahkannya per\xe2\x80\xa6 https://t.co/sh4s2nyg6r'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc nsebagai bentuk reaksi atas disahkannya per  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsebagai', 'bentuk', 'reaksi', 'atas', 'disahkannya', 'per', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsebagai', 'bentuk', 'reaksi', 'atas', 'disahkannya', 'per', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc nsebagai bentuk reaksi disahkannya,aksi tolak permen ppks cegah zina syariah serba serbi mmc nsebagai bentuk reaksi sah,0
184,"b'Aksi Tolak Permen PPKS, Cegah Perzinaan dengan Syariah | Serba-serbi MMC\nSimak selengkapnya dalam video berikut!\xe2\x80\xa6 https://t.co/BHHmrlsuvg'","b'aksi tolak permen ppks, cegah perzinaan dengan syariah | serba-serbi mmc\nsimak selengkapnya dalam video berikut!\xe2\x80\xa6 https://t.co/bhhmrlsuvg'",aksi tolak permen ppks cegah perzinaan dengan syariah serba serbi mmc nsimak selengkapnya dalam video berikut  xa,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsimak', 'selengkapnya', 'dalam', 'video', 'berikut', 'xa']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinaan', 'dengan', 'syariah', 'serba', 'serbi', 'mmc', 'nsimak', 'selengkapnya', 'dalam', 'video', 'berikut', 'xa']",aksi tolak permen ppks cegah perzinaan syariah serba serbi mmc nsimak selengkapnya video,aksi tolak permen ppks cegah zina syariah serba serbi mmc nsimak lengkap video,0
305,"b'Aksi tolak permen PPKS, cegah perzinahan dengan syariah\n\nhttps://t.co/H5IYvCr0Uz\n\n#Permendikbutristek\n#AksiTolakPermendikbutristek\n#MMC'","b'aksi tolak permen ppks, cegah perzinahan dengan syariah\n\nhttps://t.co/h5iyvcr0uz\n\n#permendikbutristek\n#aksitolakpermendikbutristek\n#mmc'",aksi tolak permen ppks cegah perzinahan dengan syariah,"['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinahan', 'dengan', 'syariah']","['aksi', 'tolak', 'permen', 'ppks', 'cegah', 'perzinahan', 'dengan', 'syariah']",aksi tolak permen ppks cegah perzinahan syariah,aksi tolak permen ppks cegah perzinahan syariah,0
131,b'aku ingatkan dolok MoM tuk sik penting \xf0\x9f\xa4\xa3 tapi serious talk dekat KV ppks dolok eh arumbulak semua student pande pol\xe2\x80\xa6 https://t.co/2wQuDDwRfk',b'aku ingatkan dolok mom tuk sik penting \xf0\x9f\xa4\xa3 tapi serious talk dekat kv ppks dolok eh arumbulak semua student pande pol\xe2\x80\xa6 https://t.co/2wquddwrfk',aku ingatkan dolok mom tuk sik penting xf xa xa tapi serious talk dekat kv ppks dolok eh arumbulak semua student pande pol  xa,"['aku', 'ingatkan', 'dolok', 'mom', 'tuk', 'sik', 'penting', 'xf', 'xa', 'xa', 'tapi', 'serious', 'talk', 'dekat', 'kv', 'ppks', 'dolok', 'eh', 'arumbulak', 'semua', 'student', 'pande', 'pol', 'xa']","['aku', 'ingatkan', 'dolok', 'mom', 'tuk', 'sik', 'penting', 'xf', 'xa', 'xa', 'tapi', 'serious', 'talk', 'dekat', 'kv', 'ppks', 'dolok', 'eh', 'arumbulak', 'semua', 'student', 'pande', 'pol', 'xa']",ingatkan dolok mom tuk sik serious talk kv ppks dolok eh arumbulak student pande pol,ingat dolok mom tuk sik serious talk kv ppks dolok eh arumbulak student pande pol,0
5356,"b'Al-Baqarah 41: Janganlah kamu jual ayat-ayat-Ku dengan harga murah, tp bagi kelompok yg jg menolak Permendikbudrist\xe2\x80\xa6 https://t.co/F7sdbkRSIQ'","b'al-baqarah 41: janganlah kamu jual ayat-ayat-ku dengan harga murah, tp bagi kelompok yg jg menolak permendikbudrist\xe2\x80\xa6 https://t.co/f7sdbkrsiq'",al baqarah janganlah kamu jual ayat ayat ku dengan harga murah tp bagi kelompok yg jg menolak permendikbudrist  xa,"['al', 'baqarah', 'janganlah', 'kamu', 'jual', 'ayat', 'ayat', 'ku', 'dengan', 'harga', 'murah', 'tp', 'bagi', 'kelompok', 'yg', 'jg', 'menolak', 'permendikbudrist', 'xa']","['al', 'baqarah', 'janganlah', 'kamu', 'jual', 'ayat', 'ayat', 'ku', 'dengan', 'harga', 'murah', 'tp', 'bagi', 'kelompok', 'yg', 'jg', 'menolak', 'permendikbudrist', 'xa']",al baqarah jual ayat ayat ku harga murah tp kelompok yg jg menolak permendikbudrist,al baqarah jual ayat ayat ku harga murah tp kelompok yg jg tolak permendikbudrist,0
5064,"b'Alhamdulillah, Permendikbud PPKS membuat korban aman dan bisa bersuara. Semoga korban mendapat keadilan dan pelaku\xe2\x80\xa6 https://t.co/JfrAIXxvYa'","b'alhamdulillah, permendikbud ppks membuat korban aman dan bisa bersuara. semoga korban mendapat keadilan dan pelaku\xe2\x80\xa6 https://t.co/jfraixxvya'",alhamdulillah permendikbud ppks membuat korban aman dan bisa bersuara semoga korban mendapat keadilan dan pelaku  xa,"['alhamdulillah', 'permendikbud', 'ppks', 'membuat', 'korban', 'aman', 'dan', 'bisa', 'bersuara', 'semoga', 'korban', 'mendapat', 'keadilan', 'dan', 'pelaku', 'xa']","['alhamdulillah', 'permendikbud', 'ppks', 'membuat', 'korban', 'aman', 'dan', 'bisa', 'bersuara', 'semoga', 'korban', 'mendapat', 'keadilan', 'dan', 'pelaku', 'xa']",alhamdulillah permendikbud ppks korban aman bersuara semoga korban keadilan pelaku,alhamdulillah permendikbud ppks korban aman suara moga korban adil laku,1
476,"b'Alhasil bagi kalangan yang mendukung Permen PPKS, menganggap bahwa Permen ini sebagai terobosan karena ""berperspekt\xe2\x80\xa6 https://t.co/Ty1JLMwN6S'","b'alhasil bagi kalangan yang mendukung permen ppks, menganggap bahwa permen ini sebagai terobosan karena ""berperspekt\xe2\x80\xa6 https://t.co/ty1jlmwn6s'",alhasil bagi kalangan yang mendukung permen ppks menganggap bahwa permen ini sebagai terobosan karena berperspekt  xa,"['alhasil', 'bagi', 'kalangan', 'yang', 'mendukung', 'permen', 'ppks', 'menganggap', 'bahwa', 'permen', 'ini', 'sebagai', 'terobosan', 'karena', 'berperspekt', 'xa']","['alhasil', 'bagi', 'kalangan', 'yang', 'mendukung', 'permen', 'ppks', 'menganggap', 'bahwa', 'permen', 'ini', 'sebagai', 'terobosan', 'karena', 'berperspekt', 'xa']",alhasil kalangan mendukung permen ppks menganggap permen terobosan berperspekt,alhasil kalang dukung permen ppks anggap permen terobos berperspekt,1
50,b'Aneh... apa yg salah dg khilafah? Jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan\xe2\x80\xa6 https://t.co/vY2GGhFa2h',b'aneh... apa yg salah dg khilafah? jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan\xe2\x80\xa6 https://t.co/vy2gghfa2h',aneh apa yg salah dg khilafah jika memang itu memiliki seperangkat aturan komprehensif untuk menjaga kemuliaan  xa,"['aneh', 'apa', 'yg', 'salah', 'dg', 'khilafah', 'jika', 'memang', 'itu', 'memiliki', 'seperangkat', 'aturan', 'komprehensif', 'untuk', 'menjaga', 'kemuliaan', 'xa']","['aneh', 'apa', 'yg', 'salah', 'dg', 'khilafah', 'jika', 'memang', 'itu', 'memiliki', 'seperangkat', 'aturan', 'komprehensif', 'untuk', 'menjaga', 'kemuliaan', 'xa']",aneh yg salah dg khilafah memiliki seperangkat aturan komprehensif menjaga kemuliaan,aneh yg salah dg khilafah milik perangkat atur komprehensif jaga mulia,1
5288,b'Apa kemungkinan Permendikbud PPKS dicabut? Aplg ini politis selain serang Presiden jg sasar kursi kemendikbud. Sy b\xe2\x80\xa6 https://t.co/NP7sfbB7cM',b'apa kemungkinan permendikbud ppks dicabut? aplg ini politis selain serang presiden jg sasar kursi kemendikbud. sy b\xe2\x80\xa6 https://t.co/np7sfbb7cm',apa kemungkinan permendikbud ppks dicabut aplg ini politis selain serang presiden jg sasar kursi kemendikbud sy  xa,"['apa', 'kemungkinan', 'permendikbud', 'ppks', 'dicabut', 'aplg', 'ini', 'politis', 'selain', 'serang', 'presiden', 'jg', 'sasar', 'kursi', 'kemendikbud', 'sy', 'xa']","['apa', 'kemungkinan', 'permendikbud', 'ppks', 'dicabut', 'aplg', 'ini', 'politis', 'selain', 'serang', 'presiden', 'jg', 'sasar', 'kursi', 'kemendikbud', 'sy', 'xa']",permendikbud ppks dicabut aplg politis serang presiden jg sasar kursi kemendikbud sy,permendikbud ppks cabut aplg politis serang presiden jg sasar kursi kemendikbud sy,0
4299,"b'@catchmeupid @farzis apakah bakal dipelintir menjadi ""Permendikbud PPKS menjadikan negara gaduh."" ???'","b'@catchmeupid @farzis apakah bakal dipelintir menjadi ""permendikbud ppks menjadikan negara gaduh."" ???'",apakah bakal dipelintir menjadi permendikbud ppks menjadikan negara gaduh,"['apakah', 'bakal', 'dipelintir', 'menjadi', 'permendikbud', 'ppks', 'menjadikan', 'negara', 'gaduh']","['apakah', 'bakal', 'dipelintir', 'menjadi', 'permendikbud', 'ppks', 'menjadikan', 'negara', 'gaduh']",dipelintir permendikbud ppks menjadikan negara gaduh,pelintir permendikbud ppks jadi negara gaduh,0
995,b'Artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di Majalah Tempo. Keenam artikel yang lain disajika\xe2\x80\xa6 https://t.co/r8Hulw1Uqk',b'artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di majalah tempo. keenam artikel yang lain disajika\xe2\x80\xa6 https://t.co/r8hulw1uqk',artikel itu hanyalah satu dari tujuh laporan utama yang dirilis di majalah tempo keenam artikel yang lain disajika  xa,"['artikel', 'itu', 'hanyalah', 'satu', 'dari', 'tujuh', 'laporan', 'utama', 'yang', 'dirilis', 'di', 'majalah', 'tempo', 'keenam', 'artikel', 'yang', 'lain', 'disajika', 'xa']","['artikel', 'itu', 'hanyalah', 'satu', 'dari', 'tujuh', 'laporan', 'utama', 'yang', 'dirilis', 'di', 'majalah', 'tempo', 'keenam', 'artikel', 'yang', 'lain', 'disajika', 'xa']",artikel tujuh laporan utama dirilis majalah tempo keenam artikel disajika,artikel tujuh lapor utama rilis majalah tempo enam artikel disajika,1
1008,b'Artikel terbaru saya di Kolom @detikcom merespon untuk segera mengesahkan RUU TPKS dan poin penting Permendikbudris\xe2\x80\xa6 https://t.co/B0xGE2HfnZ',b'artikel terbaru saya di kolom @detikcom merespon untuk segera mengesahkan ruu tpks dan poin penting permendikbudris\xe2\x80\xa6 https://t.co/b0xge2hfnz',artikel terbaru saya di kolom merespon untuk segera mengesahkan ruu tpks dan poin penting permendikbudris  xa,"['artikel', 'terbaru', 'saya', 'di', 'kolom', 'merespon', 'untuk', 'segera', 'mengesahkan', 'ruu', 'tpks', 'dan', 'poin', 'penting', 'permendikbudris', 'xa']","['artikel', 'terbaru', 'saya', 'di', 'kolom', 'merespon', 'untuk', 'segera', 'mengesahkan', 'ruu', 'tpks', 'dan', 'poin', 'penting', 'permendikbudris', 'xa']",artikel terbaru kolom merespon mengesahkan ruu tpks poin permendikbudris,artikel baru kolom merespon kesah ruu tpks poin permendikbudris,1
1072,"b'Audiensi dengan DDII Jabar, Yod Mintaraga Minta Permendikbud Tentang PPKS untuk di Revisi  https://t.co/E2RH6omidt'","b'audiensi dengan ddii jabar, yod mintaraga minta permendikbud tentang ppks untuk di revisi  https://t.co/e2rh6omidt'",audiensi dengan ddii jabar yod mintaraga minta permendikbud tentang ppks untuk di revisi,"['audiensi', 'dengan', 'ddii', 'jabar', 'yod', 'mintaraga', 'minta', 'permendikbud', 'tentang', 'ppks', 'untuk', 'di', 'revisi']","['audiensi', 'dengan', 'ddii', 'jabar', 'yod', 'mintaraga', 'minta', 'permendikbud', 'tentang', 'ppks', 'untuk', 'di', 'revisi']",audiensi ddii jabar yod mintaraga permendikbud ppks revisi,audiensi ddii jabar yod mintaraga permendikbud ppks revisi,0
1049,"b'Ayo, dukung pengimplementasian Permendikbudristek PPKS demi mewujudkan pemenuhan hak atas keadilan bagi setiap oran\xe2\x80\xa6 https://t.co/FVPwRKVmFv'","b'ayo, dukung pengimplementasian permendikbudristek ppks demi mewujudkan pemenuhan hak atas keadilan bagi setiap oran\xe2\x80\xa6 https://t.co/fvpwrkvmfv'",ayo dukung pengimplementasian permendikbudristek ppks demi mewujudkan pemenuhan hak atas keadilan bagi setiap oran  xa,"['ayo', 'dukung', 'pengimplementasian', 'permendikbudristek', 'ppks', 'demi', 'mewujudkan', 'pemenuhan', 'hak', 'atas', 'keadilan', 'bagi', 'setiap', 'oran', 'xa']","['ayo', 'dukung', 'pengimplementasian', 'permendikbudristek', 'ppks', 'demi', 'mewujudkan', 'pemenuhan', 'hak', 'atas', 'keadilan', 'bagi', 'setiap', 'oran', 'xa']",ayo dukung pengimplementasian permendikbudristek ppks mewujudkan pemenuhan hak keadilan oran,ayo dukung implementasi permendikbudristek ppks wujud penuh hak adil oran,1
896,"b'Ayo Medan, jangan terima anak didik dirasuki seperti ini.\n\nhttps://t.co/fI3ZinSz53\n\nSejumlah mahasiswa menggelar de\xe2\x80\xa6 https://t.co/Nq7ZAk4fWd'","b'ayo medan, jangan terima anak didik dirasuki seperti ini.\n\nhttps://t.co/fi3zinsz53\n\nsejumlah mahasiswa menggelar de\xe2\x80\xa6 https://t.co/nq7zak4fwd'",ayo medan jangan terima anak didik dirasuki seperti ini mahasiswa menggelar de  xa,"['ayo', 'medan', 'jangan', 'terima', 'anak', 'didik', 'dirasuki', 'seperti', 'ini', 'mahasiswa', 'menggelar', 'de', 'xa']","['ayo', 'medan', 'jangan', 'terima', 'anak', 'didik', 'dirasuki', 'seperti', 'ini', 'mahasiswa', 'menggelar', 'de', 'xa']",ayo medan terima anak didik dirasuki mahasiswa menggelar de,ayo medan terima anak didik rasuk mahasiswa gelar de,0
585,b'Bacain tweet orang yang nolak Permen PPKS gue marah banget astaga. \nPunya hobi kok ngelindungin Penjahat Kelamin.',b'bacain tweet orang yang nolak permen ppks gue marah banget astaga. \npunya hobi kok ngelindungin penjahat kelamin.',bacain tweet orang yang nolak permen ppks gue marah banget astaga npunya hobi kok ngelindungin penjahat kelamin,"['bacain', 'tweet', 'orang', 'yang', 'nolak', 'permen', 'ppks', 'gue', 'marah', 'banget', 'astaga', 'npunya', 'hobi', 'kok', 'ngelindungin', 'penjahat', 'kelamin']","['bacain', 'tweet', 'orang', 'yang', 'nolak', 'permen', 'ppks', 'gue', 'marah', 'banget', 'astaga', 'npunya', 'hobi', 'kok', 'ngelindungin', 'penjahat', 'kelamin']",bacain tweet orang nolak permen ppks gue marah banget astaga npunya hobi ngelindungin penjahat kelamin,bacain tweet orang nolak permen ppks gue marah banget astaga npunya hobi ngelindungin jahat kelamin,0
255,b'Bacain tweet orang yang nolak Permen PPKS gue marah banget astaga. Punya hobi kok ngelindungin Penjahat Kelamin.',b'bacain tweet orang yang nolak permen ppks gue marah banget astaga. punya hobi kok ngelindungin penjahat kelamin.',bacain tweet orang yang nolak permen ppks gue marah banget astaga punya hobi kok ngelindungin penjahat kelamin,"['bacain', 'tweet', 'orang', 'yang', 'nolak', 'permen', 'ppks', 'gue', 'marah', 'banget', 'astaga', 'punya', 'hobi', 'kok', 'ngelindungin', 'penjahat', 'kelamin']","['bacain', 'tweet', 'orang', 'yang', 'nolak', 'permen', 'ppks', 'gue', 'marah', 'banget', 'astaga', 'punya', 'hobi', 'kok', 'ngelindungin', 'penjahat', 'kelamin']",bacain tweet orang nolak permen ppks gue marah banget astaga hobi ngelindungin penjahat kelamin,bacain tweet orang nolak permen ppks gue marah banget astaga hobi ngelindungin jahat kelamin,0
3658,b'Bagus juga ya setelah ada Permendikbud PPKS makin banyak yg speak up...\n\nNgga semua yang dijunjung itu bertahan kar\xe2\x80\xa6 https://t.co/SGoQRkkXHc',b'bagus juga ya setelah ada permendikbud ppks makin banyak yg speak up...\n\nngga semua yang dijunjung itu bertahan kar\xe2\x80\xa6 https://t.co/sgoqrkkxhc',bagus juga ya setelah ada permendikbud ppks makin banyak yg speak up nngga semua yang dijunjung itu bertahan kar  xa,"['bagus', 'juga', 'ya', 'setelah', 'ada', 'permendikbud', 'ppks', 'makin', 'banyak', 'yg', 'speak', 'up', 'nngga', 'semua', 'yang', 'dijunjung', 'itu', 'bertahan', 'kar', 'xa']","['bagus', 'juga', 'ya', 'setelah', 'ada', 'permendikbud', 'ppks', 'makin', 'banyak', 'yg', 'speak', 'up', 'nngga', 'semua', 'yang', 'dijunjung', 'itu', 'bertahan', 'kar', 'xa']",bagus ya permendikbud ppks yg speak up nngga dijunjung bertahan kar,bagus ya permendikbud ppks yg speak up nngga junjung tahan kar,1
2617,b'Banyak perguruan tinggi yang menyiapkan peraturan turunan untuk memperkuat Permendikbudristek Tahun 2021 Nomor 30 t\xe2\x80\xa6 https://t.co/NPPCHj5WJA',b'banyak perguruan tinggi yang menyiapkan peraturan turunan untuk memperkuat permendikbudristek tahun 2021 nomor 30 t\xe2\x80\xa6 https://t.co/nppchj5wja',banyak perguruan tinggi yang menyiapkan peraturan turunan untuk memperkuat permendikbudristek tahun nomor  xa,"['banyak', 'perguruan', 'tinggi', 'yang', 'menyiapkan', 'peraturan', 'turunan', 'untuk', 'memperkuat', 'permendikbudristek', 'tahun', 'nomor', 'xa']","['banyak', 'perguruan', 'tinggi', 'yang', 'menyiapkan', 'peraturan', 'turunan', 'untuk', 'memperkuat', 'permendikbudristek', 'tahun', 'nomor', 'xa']",perguruan peraturan turunan memperkuat permendikbudristek nomor,guru atur turun kuat permendikbudristek nomor,1
2215,"b'BEM FH Unmul desak pihak Rektor terkait implementasi Permendikbud PPKS. Apa saja yang menjadi perhatian?\n\nSimak,\xe2\x80\xa6 https://t.co/baeGsFL9Za'","b'bem fh unmul desak pihak rektor terkait implementasi permendikbud ppks. apa saja yang menjadi perhatian?\n\nsimak,\xe2\x80\xa6 https://t.co/baegsfl9za'",bem fh unmul desak pihak rektor terkait implementasi permendikbud ppks apa saja yang menjadi perhatian nsimak  xa,"['bem', 'fh', 'unmul', 'desak', 'pihak', 'rektor', 'terkait', 'implementasi', 'permendikbud', 'ppks', 'apa', 'saja', 'yang', 'menjadi', 'perhatian', 'nsimak', 'xa']","['bem', 'fh', 'unmul', 'desak', 'pihak', 'rektor', 'terkait', 'implementasi', 'permendikbud', 'ppks', 'apa', 'saja', 'yang', 'menjadi', 'perhatian', 'nsimak', 'xa']",bem fh unmul desak rektor terkait implementasi permendikbud ppks perhatian nsimak,bem fh unmul desak rektor kait implementasi permendikbud ppks perhati nsimak,1
